country;continent;year;lifeExp;pop;gdpPercap
New Zealand;Oceania;1971;71.78;2875300;1567473716
Morocco;Africa;1962;47.924;13056604;1566353493
Tajikistan;Asia;2007;66.67;7484274;1562447949
Taiwan;Asia;1958;64.2;10500314;1562085741
Japan;Asia;1975;74.41;111573116;1561892782
Senegal;Africa;1977;48.879;5260855;1561769116
Finland;Europe;1976;72.0;4725664;1561074835
Finland;Europe;1977;72.52;4738902;1560542283
New Zealand;Oceania;1969;71.55;2788500;1558675554
Czech Republic;Europe;1983;70.73;10306888;1557171065
France;Europe;1971;72.13;51285000;1555455925
Denmark;Europe;1966;72.48;4797500;1555156018
Norway;Europe;1966;74.01;3753628;1553267709
Hungary;Europe;2003;72.61;10057745;1550620095
Philippines;Asia;1957;51.334;26072194;1547944844
United States;Americas;1961;70.32;183691000;1547478009
Jordan;Asia;1952;43.158;607914;1546907807
Cote d'Ivoire;Africa;2007;48.328;18013409;1544750112
Dominican Republic;Americas;1957;49.828;2923186;1544402995
Madagascar;Africa;1977;46.881;8007166;1544228586
New Zealand;Oceania;1966;71.14;2687550;1538475074
Belgium;Europe;1970;70.97;9637800;1537970523
Czech Republic;Europe;1982;70.96;10303704;1537722855
Portugal;Europe;1990;74.25;9922689;1536931004
Korea  Rep.;Asia;1962;55.292;26420307;1536344387
Netherlands;Europe;1967;73.82;12596822;1536325136
Japan;Asia;1974;73.91;110162302;1534457125
Sao Tome and Principe;;1972;56.48;76595;1532985254
Togo;Africa;1977;52.887;2308582;1532776998
Solomon Islands;Oceania;2002;62.274;494786;1530496068
Greece;Europe;1982;75.24;9786480;1526842089
Denmark;Europe;1965;72.4;4758100;1526386573
Sweden;Europe;1967;74.16;7867931;1525829697
Thailand;Asia;1972;60.405;39276153;1524358936
United States;Americas;1959;69.98;177830000;1523998472
Canada;;1965;71.79;20071104;1519811009
Senegal;Africa;2002;61.6;10870037;1519635262
Senegal;Africa;1982;52.379;6147783;1518479984
Singapore;Asia;1982;71.76;2651869;1516916112
Indonesia;Asia;1982;56.159;153343000;1516872988
Sao Tome and Principe;;1987;61.728;110812;1516525457
New Zealand;Oceania;1970;71.33;2828050;1515092549
Uzbekistan;;1997;66.503;23596577;1513434589
Iceland;Europe;1971;73.55;206092;1512882588
Papua New Guinea;;1967;49.981;2102625;1511981089
Bahamas;;1962;64.209;122902;1511751505
Norway;Europe;1965;73.73;3723153;1508913985
Australia;;1968;70.73;12101660;1508855836
Cameroon;Africa;1967;44.799;6335506;1508453148
Austria;Europe;1970;70.11;7467086;1507876996
Sudan;Africa;1987;51.744;24725960;1507819159
Switzerland;Europe;1953;69.53;4878000;1505582564
Estonia;Europe;2004;72.29;1341664;1501421701
Cote d'Ivoire;Africa;1957;42.469;3300000;1500895925
Spain;Europe;1986;76.67;38707556;1498264885
France;Europe;1970;72.16;50787000;1497938205
Slovak Republic;Europe;2004;74.25;5423567;1497786553
Mauritania;Africa;1977;50.852;1456688;1497492223
Bhutan;Asia;1987;50.717;1490857;1494290085
Sudan;Africa;1992;53.556;28227588;1492197043
Czech Republic;Europe;1979;70.89;10259670;1491648544
Sweden;Europe;1966;74.13;7807797;1489789006
Czech Republic;Europe;1978;70.78;10212894;1488216908
Korea  Rep.;Asia;1957;52.681;22611552;1487593537
United States;Americas;1957;69.49;171984000;1484712712
Hungary;Europe;2002;72.59;10083313;1484393556
Mauritania;Africa;1997;60.43;2444741;1483136136
Switzerland;Europe;1951;68.71;4749000;1481689924
Mauritania;Africa;1982;53.599;1622136;1481150189
Cape Verde;Africa;1987;64.078;330779;1481038343
Czech Republic;Europe;1977;70.71;10161915;1480016062
United States;Americas;1955;69.63;165931000;1479765083
Japan;Asia;1972;73.42;107188273;1477878636
Germany;Europe;1967;70.8;76368453;1474562561
Switzerland;Europe;1952;69.62;4815000;1473423275
New Zealand;Oceania;1965;71.28;2640400;1473024819
Portugal;Europe;1989;74.63;9923147;1472411143
Denmark;Europe;1964;72.52;4720171;1471516498
Iraq;Asia;1977;60.413;11882916;1468823507
Tunisia;Africa;1952;44.6;3647735;1468475631
Solomon Islands;Oceania;1982;58.736;250516;1467396037
Sierra Leone;Africa;1982;38.445;3464522;1465010784
Puerto Rico;Americas;1992;73.911;3585176;1464158711
Kenya;Africa;2007;54.11;35610177;1463249282
Czech Republic;Europe;1994;73.13;10330165;1461702155
Egypt;Africa;1957;44.444;25009741;1458915272
India;Asia;1997;61.765;959000000;1458817442
Spain;Europe;1985;76.42;38534853;1456870667
French Polynesia;;1972;60.926;124000;1456715624
Haiti;;1992;55.089;6326682;1456309517
Hong Kong  China;;1982;75.45;5264500;1456053051
Slovenia;Europe;1993;73.52;1999926;1456002315
Barbados;;2002;75.97;275673;1454449305
Netherlands;Europe;1965;73.6;12292000;1453304844
Zambia;Africa;1962;46.023;3421000;1452725766
Australia;;1967;71.1;11872264;1452612465
Belgium;Europe;1969;70.71;9612700;1452074226
Haiti;;1967;46.243;4318137;1452057666
Iraq;Asia;1982;62.038;14173318;1451790711
Somalia;Africa;1977;41.974;4353666;1450992513
Senegal;Africa;1952;37.278;2755589;1450356983
Taiwan;Asia;1956;62.5;9825346;1449465184
United States;Americas;1958;69.76;174882000;1445569662
Norway;Europe;1964;73.61;3694339;1443999117
Pakistan;Asia;1982;56.158;91462088;1443429832
Madagascar;Africa;1952;36.681;4762912;1443011715
Poland;Europe;2006;75.35;38536869;1442605823
Benin;Africa;2007;56.728;8078314;1441284873
Sweden;Europe;1965;73.88;7733853;1440993874
United States;Americas;1953;68.79;160184000;1439856122
Bahamas;;1977;67.199;197499;1438066603
Czech Republic;Europe;1991;72.03;10305158;1437648735
Spain;Europe;1984;76.46;38362861;1434273031
Luxembourg;Europe;1952;65.92;299263;1432613779
Czech Republic;Europe;1993;72.92;10326434;1430096105
Czech Republic;Europe;1992;72.4;10315702;1429702122
France;Europe;1969;71.27;50353000;1428938322
Sao Tome and Principe;;1992;62.742;125911;1428777814
New Zealand;Oceania;1968;71.18;2759000;1427912289
Czech Republic;Europe;1976;70.66;10105143;1426047536
Italy;Europe;1977;73.48;56059245;1425598475
Mongolia;Asia;1972;53.754;1320500;1421741975
Mauritania;Africa;1987;56.145;1841240;1421603576
Slovenia;Europe;1992;73.64;1999210;1421471681
Mauritania;Africa;1967;46.289;1230542;1421145193
Spain;Europe;1983;76.08;38184166;1420310524
Taiwan;Asia;1955;62.4;9485858;1419976833
Greece;Europe;1977;73.68;9308479;1419552428
Egypt;Africa;1952;41.893;22223309;1418822445
United Kingdom;Europe;1967;71.36;54959000;1414285089
Czech Republic;Europe;1975;70.55;10042019;1414229877
Austria;Europe;1969;70.06;7441055;1412531596
New Zealand;Oceania;1964;71.35;2591950;1410705469
Comoros;Africa;1962;44.467;191689;1406648278
United States;Americas;1954;69.58;163026000;1404522052
Italy;Europe;1976;73.11;55838536;1402192932
Portugal;Europe;1988;74.07;9920611;1400838139
Cameroon;Africa;1962;42.643;5793633;1399607441
Netherlands;Europe;1964;73.73;12127120;1398556106
Dominican Republic;Americas;1952;45.928;2491346;1397717137
Tunisia;Africa;1957;47.1;3950849;1395232468
Spain;Europe;1982;76.3;37983310;1392616997
Senegal;Africa;1997;60.187;9535314;1392368347
Bangladesh;Asia;2007;64.062;150448339;1391253792
Chad;Africa;1962;41.716;3150417;1389817618
Cote d'Ivoire;Africa;1952;40.477;2977019;1388594732
Canada;;1963;71.31;19342841;1388256266
Ireland;Europe;1987;74.36;3539900;1387286652
Switzerland;Europe;1950;68.94;4694000;1386760715
Australia;;1966;70.82;11655083;1386095806
Norway;Europe;1963;73.11;3666540;1385959033
Vietnam;Asia;1997;70.672;76048996;1385896769
Nigeria;Africa;1987;46.886;81551520;1385029563
Sao Tome and Principe;;1967;54.425;70787;1384840593
Czech Republic;Europe;1974;70.21;9975770;1384319819
Indonesia;Asia;1977;52.702;136725000;1382702056
Japan;Asia;1971;72.89;105696786;1382423536
Croatia;Europe;1987;71.52;4484310;1382258394
Russia;FSU;2007;65.475;142369485;1382071137
Spain;Europe;1980;75.6;37488360;1379056055
China;Asia;1987;67.274;1084035000;1378904018
Barbados;;1987;74.027;259428;1378320898
Estonia;Europe;2003;71.81;1350722;1377018991
Spain;Europe;1981;75.74;37750800;1376538889
Australia;;1965;70.98;11439384;1373992688
United States;Americas;1951;68.22;154878000;1370242575
Iceland;Europe;1966;73.23;195610;1370127415
Somalia;Africa;1962;36.981;3080153;1369488336
Belgium;Europe;1968;70.63;9589800;1364719609
Kenya;Africa;1987;59.339;21198082;1361936856
Italy;Europe;1974;72.85;55226259;1361498029
Mauritania;Africa;1992;58.333;2119465;1361369784
Spain;Europe;1979;75.12;37200014;1358912071
Denmark;Europe;1962;72.35;4646899;1358331351
Taiwan;Asia;1954;62.0;9159966;1356815915
Martinique;;2002;78.783;422277;1356180991
Denmark;Europe;1963;72.44;4683579;1356143467
Bosnia and Herzegovina;Europe;1957;58.45;3076000;1353989176
Sierra Leone;Africa;1972;35.4;2879013;1353759762
Iceland;Europe;1970;73.81;204104;1353283678
Spain;Europe;1978;74.58;36861034;1352154896
Sri Lanka;Asia;1977;65.949;14116836;1348775651
Sierra Leone;Africa;1977;36.788;3140897;1348285159
Canada;;1962;71.3;18985849;1346248555
Czech Republic;Europe;1973;70.13;9912080;1345794085
France;Europe;1968;71.54;49934000;1345729711
Norway;Europe;1962;73.47;3638919;1345040151
Togo;Africa;1982;55.471;2644765;1344577953
Finland;Europe;1971;70.18;4612124;1342039361
Sao Tome and Principe;;1997;63.306;145608;1339076036
Japan;Asia;1970;72.07;104344973;1337486201
Taiwan;Asia;1990;73.8;20278957;1336145062
Austria;Europe;1968;70.29;7415403;1333555703
Australia;;1964;70.65;11218304;1332989726
Iceland;Europe;1967;73.73;198676;1331989568
Israel;Asia;1977;73.06;3495918;1330661921
Spain;Europe;1977;74.39;36439000;1323692117
Croatia;Europe;1982;70.46;4413368;1322182184
Gabon;Africa;2007;56.735;1454867;1320648452
New Zealand;Oceania;1961;70.98;2432450;1319509699
Norway;Europe;1961;73.59;3609800;1318753944
Chile;Americas;2007;78.553;16284741;1317163885
Finland;Europe;1970;70.36;4606307;1316224522
Italy;Europe;1975;72.76;55571894;1316078533
Comoros;Africa;1987;54.926;395114;1315980812
Hungary;Europe;1989;69.41;10397959;1315525136
Belgium;Europe;1967;70.94;9556500;1314904119
Lithuania;FSU;1990;71.37;3694836;1314825839
Poland;Europe;2004;75.02;38580445;1314600686
Venezuela;Americas;1977;67.456;13503563;1314395095
Italy;Europe;1973;72.13;54796843;1313374758
Cameroon;Africa;1957;40.428;5359923;1313048099
Zambia;Africa;1957;44.077;3016000;1311956766
Slovak Republic;Europe;2001;73.61;5404681;1309891143
Chad;Africa;1957;39.881;2894855;1308495577
Lithuania;FSU;2004;72.14;3607899;1304947815
Solomon Islands;Oceania;1967;52.964;151000;1304598869
Netherlands;Europe;1963;73.35;11965966;1303960049
Portugal;Europe;1987;74.06;9915289;1303930876
Madagascar;Africa;1982;48.969;9171477;1302878658
Estonia;Europe;2002;71.21;1360122;1301143876
France;Europe;1967;71.55;49569000;1299991766
Hungary;Europe;1987;69.58;10612740;1298647998
Serbia;Europe;1977;70.3;8686367;1298066956
Denmark;Europe;1961;72.47;4609817;1297643602
Oman;Asia;1982;62.728;1301048;1295479101
Macao  China;Asia;1977;69.43;249116;1294118511
Sweden;Europe;1963;73.56;7604328;1290636165
Germany;Europe;1962;70.3;73739117;1290246291
Spain;Europe;1976;73.87;35996780;1288656515
Kenya;Africa;2002;50.992;31386842;1287514732
Hungary;Europe;1999;71.1;10172673;1287441924
Canada;;1961;71.27;18634977;1281792217
New Zealand;Oceania;1960;71.26;2371746;1281633036
Netherlands;Europe;1962;73.23;11805689;1279084956
Israel;Asia;1972;71.63;3095893;1278693223
Taiwan;Asia;1953;60.3;8849962;1278499657
Argentina;Americas;2007;75.32;40301927;1277937964
Benin;Africa;1982;50.904;3641603;1277897616
Hungary;Europe;1986;69.13;10630563;1276715527
Bahrain;Asia;1962;56.923;171863;1275327514
Lesotho;Africa;2002;44.593;2046772;1275184575
Barbados;;1982;72.695;253522;1273647247
Philippines;Asia;1952;47.752;22438691;1272880995
Czech Republic;Europe;1971;69.77;9824749;1272607613
Greece;Europe;1972;72.34;8888628;1272482957
Australia;;1963;70.99;11001483;1272221702
Russia;FSU;2006;66.62;142893540;1272083269
Belgium;Europe;1966;70.65;9507800;1272017707
Haiti;;2002;58.137;7607651;1270364932
United Arab Emirates;Asia;1972;62.195;336325;1270361046
Canada;;1960;71.04;18266765;1270148312
Slovak Republic;Europe;2000;73.18;5400320;1268975974
Taiwan;Asia;1989;73.52;20207541;1268380301
Kenya;Africa;1977;56.155;14500404;1267613204
Comoros;Africa;1982;52.933;348643;1267100083
Iceland;Europe;1969;73.71;202920;1265910905
Yemen  Rep.;Asia;1972;39.848;7407075;1265047031
Ireland;Europe;1982;73.1;3480000;1261832141
Slovak Republic;Europe;1999;72.98;5395739;1260077218
Canada;;1959;70.66;17872034;1259080033
Somalia;Africa;1957;34.977;2780415;1258147413
Botswana;Africa;2007;50.728;1639131;1256985177
Canada;;1956;70.04;16445087;1255554947
Austria;Europe;1966;70.26;7322066;1254933397
Hungary;Europe;1982;69.39;10705535;1254599066
Somalia;Africa;1972;40.973;3840161;1254576127
Gabon;Africa;2002;56.761;1299304;1252171392
France;Europe;1966;71.56;49194000;1251109646
Norway;Europe;1960;73.58;3581239;1250870127
Spain;Europe;1975;73.55;35563535;1250747724
Hungary;Europe;1985;68.93;10648713;1249519625
Canada;;1957;69.96;17010154;1248995006
United Kingdom;Europe;1962;70.76;53292000;1247717707
Poland;Europe;2003;74.85;38602853;1247253327
Swaziland;Africa;1957;43.424;326741;1244708364
Iceland;Europe;1968;73.94;201245;1244143872
New Zealand;Oceania;1958;70.89;2281533;1243761842
Hungary;Europe;1983;68.95;10689463;1243583335
Netherlands;Europe;1961;73.56;11638713;1243457791
Belgium;Europe;1965;70.58;9448100;1240628806
Canada;;1958;70.62;17462004;1238441018
Lithuania;FSU;1991;70.54;3702136;1237435926
Slovak Republic;Europe;1989;70.95;5244662;1236743654
Czech Republic;Europe;1970;69.53;9795226;1235908198
Benin;Africa;1997;54.777;6066080;1232975292
Sweden;Europe;1962;73.37;7561588;1232944192
Hungary;Europe;1998;70.97;10211127;1231940798
Hungary;Europe;1990;69.39;10371878;1230890783
Slovak Republic;Europe;1988;71.16;5223222;1228415683
Puerto Rico;Americas;1987;74.63;3444468;1228134191
Denmark;Europe;1960;72.21;4581000;1227961856
Italy;Europe;1972;72.19;54365564;1226927378
Portugal;Europe;1986;73.66;9907411;1226689424
New Zealand;Oceania;1957;70.26;2229407;1224739532
Netherlands;Europe;1960;73.37;11486000;1224195066
Kenya;Africa;1972;53.559;12044785;1222359968
Japan;Asia;1969;71.98;103171831;1221847929
Australia;;1962;70.93;10794968;1221722686
Finland;Europe;1969;69.67;4623785;1220115061
New Zealand;Oceania;1956;70.74;2178289;1218670276
Burkina Faso;Africa;2007;52.295;14326203;1217032994
Botswana;Africa;1967;53.298;553541;1214709294
Czech Republic;Europe;1969;69.44;9806577;1214416425
Iceland;Europe;1964;73.57;188847;1213387365
Slovak Republic;Europe;1997;72.71;5383010;1212623065
Comoros;Africa;1957;42.46;170928;1211148548
Zambia;Africa;1992;46.1;8381163;1210884633
Korea  Rep.;Asia;1992;72.244;43805450;1210427872
Hungary;Europe;1981;69.17;10711848;1210259883
Belgium;Europe;1964;70.73;9367000;1208940942
Taiwan;Asia;1952;58.5;8550362;1206947913
Sierra Leone;Africa;1967;34.113;2662190;1206043465
Libya;Africa;2007;73.952;6036914;1205749928
Estonia;Europe;2001;70.65;1369983;1205017139
Slovak Republic;Europe;1987;71.08;5199318;1203726758
Denmark;Europe;1959;72.22;4546636;1203620036
Russia;FSU;1991;69.11;148299817;1202920232
Togo;Africa;1987;56.941;3154264;1202201361
Hungary;Europe;1980;69.11;10711122;1201855475
Haiti;;2007;60.916;8502814;1201637154
Slovak Republic;Europe;1990;70.83;5262616;1200754734
Poland;Europe;2002;74.67;38625976;1200223908
France;Europe;1965;71.15;48763000;1198595392
Mexico;Americas;2007;76.195;108700891;1197757496
Italy;Europe;1971;71.91;54005500;1193921503
Norway;Europe;1959;73.56;3552851;1193699492
Central African Republic;Africa;1962;39.475;1523478;1193068753
Hungary;Europe;1978;69.49;10673300;1191724411
Hungary;Europe;1979;69.7;10698234;1191290808
Benin;Africa;1992;53.919;4981671;1191207681
Central African Republic;Africa;1957;37.464;1392284;1190844328
Canada;;1955;70.05;16050356;1190150949
Ghana;Africa;1962;46.452;7355248;1190041118
Australia;;1960;70.89;10361273;1189796372
Iran;Asia;1977;57.702;35480679;1188859508
Latvia;FSU;2004;71.51;2306306;1188805426
Gabon;Africa;1987;60.19;880397;1186440844
Lesotho;Africa;1997;55.558;1982823;1186147994
Oman;Asia;1977;57.367;1004533;1184834392
New Zealand;Oceania;1954;70.35;2092779;1183900284
Poland;Europe;2001;74.33;38643641;1182586665
Taiwan;Asia;1988;73.21;19976096;1182152204
Barbados;;1977;71.27;249169;1181735591
Portugal;Europe;1985;73.26;9897192;1179130369
Italy;Europe;1970;71.66;53661100;1178823346
Chad;Africa;1952;38.092;2682462;1178665927
Ghana;Africa;1972;49.875;9354120;1178223708
Somalia;Africa;1982;42.955;5828892;1176807031
Pakistan;Asia;1977;54.043;78152686;1175921193
Portugal;Europe;1982;72.77;9859650;1175384291
Comoros;Africa;1997;60.66;527982;1173618235
Slovak Republic;Europe;1984;70.73;5114080;1173503758
Montenegro;Europe;1987;74.865;569473;1173251017
Cameroon;Africa;1952;38.523;5009067;1172667655
Portugal;Europe;1983;72.69;9872243;1171843036
Australia;;1961;71.16;10598814;1171150002
Austria;Europe;1964;70.16;7223801;1170563362
Solomon Islands;Oceania;1977;58.005;207339;1169543666
Sweden;Europe;1961;73.5;7519998;1169064609
Poland;Europe;2000;73.91;38654164;1168079102
Australia;;1959;70.45;10131729;1167807069
Hungary;Europe;1977;69.95;10637171;1167483737
Cyprus;Europe;1982;75.0;624300;1166393819
Norway;Europe;1957;73.44;3491938;1165397304
India;Asia;1992;60.223;872000000;1164406809
Iraq;Asia;1987;65.044;16543189;1164357268
Bahrain;Asia;1957;53.832;138655;1163579945
Croatia;Europe;2002;74.876;4481020;1162838895
Saudi Arabia;Asia;1962;45.914;4943029;1162641975
Iran;Asia;2007;70.964;69453570;1160571449
Canada;;1953;69.13;15183375;1158661455
Tajikistan;Asia;2002;65.884;6719567;1158352685
Madagascar;Africa;1987;49.35;10568642;1155441948
Norway;Europe;1958;73.43;3522993;1155124388
France;Europe;1964;71.32;48340000;1154152506
Lithuania;FSU;1973;71.61;3245551;1152345902
Portugal;Europe;1981;71.94;9850079;1151939143
Slovak Republic;Europe;1983;70.49;5081376;1149207554
Swaziland;Africa;1952;41.407;290243;1148376626
Portugal;Europe;1984;72.98;9885387;1148298624
Slovak Republic;Europe;1996;72.78;5373190;1148262754
Spain;Europe;1973;72.84;34836716;1148102039
Zambia;Africa;1952;42.038;2672000;1147388831
Trinidad and Tobago;Americas;2002;68.976;1101832;1146060023
Portugal;Europe;1980;71.75;9777800;1141972089
Norway;Europe;1956;73.49;3459992;1141725493
Venezuela;Americas;2007;73.747;26084662;1141580569
Gabon;Africa;1972;48.69;537977;1140194841
Czech Republic;Europe;1967;70.38;9835109;1139944489
Belgium;Europe;1963;70.06;9283100;1139612839
Canada;;1952;68.75;14785584;1136716112
Central African Republic;Africa;1967;41.478;1733638;1136056615
Netherlands;Europe;1959;73.19;11347639;1135820225
Somalia;Africa;1952;32.978;2526994;1135749842
Sri Lanka;Asia;1967;64.266;11737396;1135514326
Kuwait;Asia;1957;58.033;212846;1135231329
Slovak Republic;Europe;1982;70.8;5048043;1134854585
Equatorial Guinea;Africa;1992;47.545;387838;1132055034
Croatia;Europe;1977;70.64;4318673;1130538517
United Kingdom;Europe;1957;70.42;51430000;1128317795
Denmark;Europe;1958;72.24;4515132;1128099757
Netherlands;Europe;1957;72.99;11026383;1127619344
Italy;Europe;1969;70.9;53317000;1127439824
Slovak Republic;Europe;1980;70.44;4965958;1125906765
Estonia;Europe;2000;70.78;1379835;1124448624
Australia;;1958;70.88;9915267;1124095886
Montenegro;Europe;1982;74.101;562548;1122258762
Iceland;Europe;1963;72.98;185481;1122163427
Singapore;Asia;1977;70.795;2325300;1121008948
Poland;Europe;1999;73.18;38665539;1120880057
Hong Kong  China;;1977;73.6;4583700;1118614125
Sweden;Europe;1960;73.04;7480395;1118312944
Hungary;Europe;1996;70.59;10273591;1116978598
Slovak Republic;Europe;1981;70.68;5013692;1116096629
Venezuela;Americas;1982;68.557;15620766;1115241011
Ireland;Europe;1977;72.03;3271900;1115098113
Taiwan;Asia;1951;55.1;8251326;1113333184
Finland;Europe;1968;69.79;4626469;1112284283
Austria;Europe;1963;69.67;7175811;1111670439
Indonesia;Asia;1972;49.203;121282000;1111107907
Malta;Europe;1987;75.039;349047;1110542748
Russia;FSU;2004;65.3;143974059;1110468226
Denmark;Europe;1957;71.81;4487831;1109965935
Central African Republic;Africa;1977;46.775;2167533;1109374338
Netherlands;Europe;1956;72.54;10889351;1108316937
Tanzania;Africa;2007;52.517;38139640;1107482182
Hungary;Europe;1975;69.4;10531820;1106245819
Taiwan;Asia;1987;73.4;19757799;1105456175
Netherlands Antilles;;1972;70.4;163778;1104568301
Latvia;FSU;1989;70.46;2667309;1104447612
Chad;Africa;1972;45.569;3899068;1104103987
Hungary;Europe;1976;69.69;10588729;1103556516
Comoros;Africa;1952;40.715;153936;1102990936
Lithuania;FSU;2002;71.93;3633232;1100867662
Hungary;Europe;1995;70.01;10295874;1100040519
Japan;Asia;1968;71.75;101960672;1099199599
Belgium;Europe;1962;70.25;9218400;1099120676
Slovak Republic;Europe;1978;70.46;4876017;1098318709
Portugal;Europe;1979;71.68;9724560;1097831049
Australia;;1956;70.05;9500606;1097412837
Czech Republic;Europe;1966;70.49;9815359;1097200996
Argentina;Americas;1997;73.275;36203463;1096728195
Mauritius;Africa;2007;72.801;1250882;1095699112
Australia;;1957;70.33;9712569;1094964959
Norway;Europe;1955;73.44;3427409;1094185332
France;Europe;1963;70.36;47808000;1094136907
Canada;;1951;68.55;14330675;1093246678
Slovak Republic;Europe;1977;70.45;4827803;1092266404
Finland;Europe;1967;69.83;4605744;1092163626
Nepal;Asia;2007;63.785;28901790;1091359778
Hungary;Europe;1974;69.35;10471272;1089294031
Korea  Dem. Rep.;Asia;1952;50.056;8865488;1088277758
Latvia;FSU;2003;71.17;2322943;1087976673
Aruba;;1982;74.116;61569;1087491495
Benin;Africa;1972;47.014;2761407;1085796879
Hungary;Europe;1991;69.45;10364737;1085183045
Kuwait;Asia;1952;55.565;160000;1083823529
Hungary;Europe;1994;69.61;10312714;1082125689
Norway;Europe;1954;73.23;3394246;1081010126
Romania;Europe;2007;72.476;22276056;1080847561
Chile;Americas;2002;77.86;15497046;1077878385
Nigeria;Africa;1952;36.324;33119096;1077281856
Slovak Republic;Europe;1995;72.29;5361594;1075983561
Comoros;Africa;2002;62.974;614382;1075811558
Finland;Europe;1966;69.65;4580869;1075382335
Austria;Europe;1962;69.54;7129864;1075072111
Mexico;Americas;2002;74.902;102479927;1074244053
Russia;FSU;1973;69.0;132556176;1073771735
Venezuela;Americas;1992;71.15;20265563;1073392631
Sri Lanka;Asia;1957;61.456;9128546;1072546602
Sao Tome and Principe;;1962;51.893;65345;1071551119
Zambia;Africa;1997;40.238;9417789;1071353818
Central African Republic;Africa;1952;35.463;1291695;1071310713
Central African Republic;Africa;1972;43.457;1927260;1070013275
Italy;Europe;1968;70.88;52986600;1069407481
Sierra Leone;Africa;1992;38.333;4260884;1068696278
Bulgaria;Europe;2007;73.005;7322858;1068079282
Hungary;Europe;1973;69.63;10425984;1066366869
Spain;Europe;1972;73.06;34513161;1063875131
New Zealand;Oceania;1953;70.24;2047391;1063722008
Sweden;Europe;1959;73.37;7446249;1063633094
Oman;Asia;1972;52.143;829050;1061803855
Uruguay;Americas;2007;76.384;3447496;1061146299
Canada;;1950;68.28;14011422;1058126552
Nepal;Asia;2002;61.34;25873917;1057206311
Kenya;Africa;1967;50.654;10191512;1056736457
Uganda;Africa;2007;51.542;29170398;1056380121
France;Europe;1962;70.51;47124000;1056048553
New Zealand;Oceania;1952;69.39;1994794;1055657566
Australia;;1954;69.85;9064017;1054408738
Niger;Africa;1967;40.118;4534062;1054384891
Finland;Europe;1965;69.13;4563732;1054093525
Hungary;Europe;1992;69.17;10348684;1053562855
Slovak Republic;Europe;1976;70.5;4778540;1052437101
Serbia;Europe;1972;68.7;8313288;1052206749
Latvia;FSU;1988;70.99;2664068;1051299302
Venezuela;Americas;1972;65.712;11515649;1050525966
Pakistan;Asia;1972;51.929;69325921;1049938981
Hungary;Europe;1993;69.17;10329012;1049488175
Lebanon;Asia;2007;71.993;3921278;1046105868
Slovak Republic;Europe;1975;70.33;4729718;1043715553
Mali;Africa;2007;54.467;12031795;1042581557
Portugal;Europe;1978;70.87;9698780;1041996086
Norway;Europe;1953;73.15;3360888;1039281493
Estonia;Europe;1990;69.9;1569322;1038981937
Burkina Faso;Africa;2002;50.65;12251209;1037645221
Benin;Africa;1967;44.885;2427334;1035831411
Estonia;Europe;1999;70.49;1389756;1035641525
Iceland;Europe;1962;73.68;182053;1035015906
Sri Lanka;Asia;1950;55.6;7533097;1033499006
Puerto Rico;Americas;1982;73.75;3279001;1033098915
Russia;FSU;2003;64.92;144586191;1031498906
Korea  Rep.;Asia;1952;47.453;20947571;1030592226
Denmark;Europe;1955;71.92;4439000;1030571133
Benin;Africa;1977;49.19;3168267;1029161251
Estonia;Europe;1998;69.72;1400972;1028378692
Russia;FSU;1992;67.98;148401650;1027791045
Belarus;FSU;2007;69.027;10289007;1027377418
Lithuania;FSU;2001;71.74;3645747;1027236554
Denmark;Europe;1954;71.35;4406000;1027220028
Czech Republic;Europe;1964;70.58;9726030;1026834191
Latvia;FSU;1990;69.51;2663590;1021778407
Slovak Republic;Europe;1974;70.21;4682100;1021641636
Slovak Republic;Europe;1991;70.9;5281610;1021584381
Sweden;Europe;1958;73.14;7409144;1020970983
Malaysia;Asia;2002;73.044;22662365;1020697794
Slovak Republic;Europe;1994;72.36;5345264;1019581195
Germany;Europe;1957;69.1;71019069;1018782665
Portugal;Europe;1977;70.41;9662600;1017248572
Hungary;Europe;1972;69.76;10394091;1016865611
Venezuela;Americas;1997;72.146;22374398;1016549518
Denmark;Europe;1953;71.15;4369280;1016110541
Australia;;1951;68.72;8510600;1016073672
Poland;Europe;1997;72.75;38654957;1015958368
Australia;;1953;69.7;8857924;1015791298
Netherlands;Europe;1954;72.4;10615380;1014732274
Nigeria;Africa;1967;41.04;47287752;1014514104
Czech Republic;Europe;1962;69.9;9620282;1013686713
Malaysia;Asia;1997;71.938;20476091;1013290964
Chile;Americas;1997;75.816;14599929;1011805318
Nepal;Asia;1997;59.426;23001113;1010892138
Norway;Europe;1952;72.67;3327728;1009542172
Latvia;FSU;2002;70.68;2340205;1009447045
Austria;Europe;1960;68.78;7047437;1008383005
Belgium;Europe;1960;69.65;9118700;1007660249
France;Europe;1961;70.98;46189000;1007070911
Latvia;FSU;1987;71.05;2648965;1006352646
Czech Republic;Europe;1961;70.64;9587250;1006006939
Ghana;Africa;1997;58.556;18418288;1005245812
Chad;Africa;1997;51.573;7562011;1004961353
Sierra Leone;Africa;1957;31.57;2295678;1004484437
Australia;;1952;69.12;8691212;1003959564
Australia;;1950;69.02;8267337;1003112138
Portugal;Europe;1973;68.66;8975950;1002671305
Italy;Europe;1967;71.06;52667100;1002240131
Portugal;Europe;1974;69.21;9098300;1000500041
